Time,Event Code,Notes
25.04607319831848,1,1
27.67671012878418,5,8
30.18215298652649,5,6
32.68738555908203,5,6
35.17192721366882,5,7
37.67956614494324,5,5
40.16438913345337,5,5
40.74363899230957,3
42.67658519744873,5,6
45.16922974586487,5,0
47.671709299087524,5,0
48.359076261520386,3
50.16836714744568,5,3
52.678181886672974,5,3
53.07926392555237,3
55.17048120498657,5,2
57.662232637405396,5,9
60.18593621253967,5,5
62.666664123535156,5,1
65.16826367378235,5,7
67.67277646064758,5,3
70.18303060531616,5,3
70.58099746704102,3
72.67356657981873,5,8
75.17968344688416,5,9
77.6760950088501,5,6
80.17313313484192,5,0
82.68239283561707,5,0
83.15195918083191,3
85.17417073249817,5,7
87.65482640266418,5,8
90.18203401565552,5,8
90.61313343048096,3
92.67649221420288,5,5
95.1615207195282,5,5
95.68578934669495,3
97.68492698669434,5,1
100.16297578811646,5,2
102.0577621459961,2,1
114.00191473960876,1,2
116.64600777626038,5,0
119.18110466003418,5,5
121.68249344825745,5,0
122.0599524974823,3
124.18323731422424,5,6
126.65383839607239,5,6
127.28017950057983,4
129.18795108795166,5,6
129.9362437725067,3
131.6541006565094,5,8
134.16757369041443,5,6
135.15247917175293,3
136.65436577796936,5,3
139.17606139183044,5,6
140.24243569374084,3
141.69535899162292,5,6
144.17080664634705,5,8
146.6879711151123,5,6
147.51999020576477,3
149.16085243225098,5,2
151.678377866745,5,2
152.2765691280365,4
154.1562225818634,5,4
156.68215918540955,5,8
159.17516565322876,5,1
161.65383195877075,5,9
164.18418431282043,5,0
166.67812943458557,5,9
167.11400032043457,3
169.17139792442322,5,2
171.67615914344788,5,5
174.18177008628845,5,9
176.68053150177002,5,1
179.19102096557617,5,9
179.86316871643066,3
181.6552278995514,5,7
184.15397429466248,5,2
186.68191051483154,5,7
187.6177613735199,3
189.16242671012878,5,7
191.05363702774048,2,2
210.97502851486206,1,3
213.61221289634705,5,5
216.1725001335144,5,8
218.68079113960266,5,4
221.15437650680542,5,5
221.89588713645935,3
223.67605996131897,5,4
224.58784341812134,4
226.1834032535553,5,4
226.77625942230225,3
228.6568522453308,5,1
231.15695643424988,5,9
233.6838686466217,5,6
236.18641662597656,5,1
236.866295337677,3
238.6541929244995,5,3
241.1792232990265,5,3
243.68384051322937,5,7
246.1553716659546,5,1
248.6844072341919,5,1
251.15592217445374,5,7
251.86796188354492,3
253.66309356689453,5,1
254.3399486541748,3
256.15729093551636,5,3
258.66275215148926,5,7
261.1540906429291,5,6
263.6546559333801,5,4
266.15646862983704,5,5
268.6566734313965,5,9
271.1890480518341,5,4
273.65474915504456,5,6
276.1615786552429,5,8
278.6876518726349,5,0
281.16417956352234,5,6
282.07419776916504,3
283.6907494068146,5,5
286.18287467956543,5,7
288.05465602874756,2,3
